key,0s,1s,2s,3s,4s,6s,outs,balls
"Bipul Sharma, TA Boult",3,4,1,0,2,0,0,10
"CR Woakes, JJ Bumrah",0,2,2,0,0,0,0,4
"R Shukla, AN Ahmed",0,1,0,0,0,0,0,1
"RV Uthappa, M de Lange",2,2,0,0,1,0,1,5
"KM Jadhav, Harmeet Singh",3,0,0,0,0,0,1,3
"YK Pathan, M Kartik",9,5,1,0,0,1,1,16
"DS Kulkarni, R Ashwin",2,5,1,0,0,2,0,10
"AP Majumdar, SR Watson",2,1,0,0,2,0,0,5
"V Sehwag, AM Nayar",0,4,1,0,1,1,0,7
"RS Bopara, JP Faulkner",3,2,0,0,2,0,0,7
"DA Warner, MC Henriques",7,4,0,0,6,0,1,17
"MV Boucher, Sohail Tanvir",1,1,0,0,0,0,0,2
"R McLaren, R Ashwin",2,0,0,0,0,0,1,2
"MC Henriques, A Choudhary",1,2,0,0,1,0,0,4
"Yuvraj Singh, A Nehra",7,2,0,0,0,0,0,9
"SV Samson, R Sharma",3,3,2,0,0,0,0,8
"LR Shukla, CRD Fernando",3,3,0,0,2,1,0,9
"JC Buttler, AJ Tye",1,2,0,0,0,0,0,3
"SC Ganguly, KP Appanna",0,2,0,0,0,0,0,2
"DW Steyn, Sandeep Sharma",2,2,1,0,0,0,0,5
"WPUJC Vaas, R Bhatia",0,3,0,0,0,0,0,3
"Iqbal Abdulla, RP Singh",0,2,0,0,1,0,0,3
"AB de Villiers, P Awana",4,4,0,1,0,2,1,11
"Mohammad Hafeez, DJ Bravo",6,0,0,0,1,0,0,7
"FH Edwards, Harbhajan Singh",0,1,0,0,0,0,0,1
"A Mishra, R Bhatia",0,1,0,0,0,0,0,1
"CM Gautam, JD Unadkat",3,1,0,0,2,0,0,6
"RG Sharma, AJ Finch",1,4,1,0,0,0,0,6
"S Badrinath, A Kumble",6,3,0,0,1,0,2,10
"S Aravind, DJ Bravo",1,0,0,0,0,0,0,1
"Salman Butt, SM Pollock",5,1,1,0,1,0,1,8
"AM Rahane, R Shukla",6,2,1,0,5,0,0,14
"G Gambhir, DT Christian",8,8,0,0,3,1,1,20
"RS Bopara, JA Morkel",6,4,2,0,1,0,1,13
"JP Faulkner, S Aravind",4,0,0,0,1,0,1,5
"AJ Finch, BA Stokes",1,1,0,0,0,0,0,2
"SS Tiwary, R Ashwin",3,7,1,0,1,0,0,12
"AB de Villiers, PJ Sangwan",1,2,0,0,1,0,0,4
"SS Iyer, KC Cariappa",2,1,0,0,1,0,0,4
"J Botha, RA Jadeja",4,6,0,0,1,0,1,11
"FY Fazal, LR Shukla",0,3,0,0,0,0,0,3
"MK Pandey, R Dhawan",3,9,2,0,2,0,0,16
"JH Kallis, CH Gayle",3,8,0,0,1,0,0,12
"V Kohli, AD Russell",7,12,1,0,3,1,1,24
"RE van der Merwe, PP Chawla",1,1,0,0,0,1,0,3
"GJ Bailey, Mustafizur Rahman",2,1,0,0,0,0,0,3
"CJ Jordan, B Kumar",0,1,0,0,0,0,0,1
"AD Russell, RS Bopara",2,1,0,0,1,0,1,4
"GH Vihari, PV Tambe",4,3,1,0,0,0,0,8
"MEK Hussey, RG Sharma",2,3,1,0,0,0,0,6
"AB McDonald, P Awana",3,3,0,0,1,0,0,7
"CH Gayle, BB Sran",7,1,2,0,1,3,0,14
"I Sharma, DE Bollinger",0,1,0,0,0,0,0,1
"GR Napier, I Sharma",0,2,0,0,0,0,0,2
"S Nadeem, Iqbal Abdulla",2,2,0,0,0,0,0,4
"Jaskaran Singh, S Sreesanth",1,1,1,0,0,0,0,3
"KA Pollard, AL Menaria",1,1,1,0,2,0,0,5
"AC Gilchrist, A Chandila",5,4,0,0,0,0,0,9
"ST Jayasuriya, P Kumar",9,6,0,0,1,1,0,17
"V Sehwag, I Malhotra",0,1,1,0,2,2,0,6
"MJ Guptill, A Nehra",2,0,0,0,2,1,0,5
"RE van der Merwe, RP Singh",8,4,1,0,2,0,0,15
"AB Dinda, PV Tambe",3,0,0,0,0,0,1,3
"DPMD Jayawardene, R McLaren",1,0,0,0,2,0,0,3
"SC Ganguly, JP Faulkner",4,1,0,0,1,0,0,6
"MC Juneja, SL Malinga",5,3,0,0,1,0,0,9
"J Botha, Azhar Mahmood",1,2,0,0,2,0,0,5
"TL Suman, SK Warne",8,4,3,0,1,1,0,17
"SS Tiwary, V Kohli",2,1,1,0,0,1,0,5
"RV Uthappa, Y Venugopal Rao",3,1,0,0,0,0,1,4
"JD Ryder, V Sehwag",2,1,0,0,1,0,0,4
"AC Gilchrist, Sohail Tanvir",7,0,0,0,5,0,0,12
"Q de Kock, Iqbal Abdulla",0,2,1,0,0,0,0,3
"S Dhawan, Shakib Al Hasan",4,2,1,0,2,1,0,10
"Salman Butt, MM Patel",3,1,0,0,4,0,1,8
"DA Warner, Azhar Mahmood",4,3,0,0,4,0,0,11
"VR Aaron, SP Narine",0,1,0,0,0,0,0,1
"RS Bopara, MS Gony",1,0,0,0,0,0,0,1
"DPMD Jayawardene, SK Warne",2,5,0,0,1,0,0,8
"M Vijay, YS Chahal",4,3,1,0,2,0,1,10
"SL Malinga, JP Faulkner",6,1,0,0,1,0,1,8
"PD Collingwood, PP Ojha",3,6,0,0,1,0,0,10
"DA Miller, S Ladda",3,0,0,0,0,1,1,4
"WP Saha, P Negi",4,2,1,0,1,0,1,8
"MC Henriques, Anureet Singh",1,5,0,0,0,0,0,6
"DJ Hussey, CK Langeveldt",1,0,0,0,0,0,0,1
"MC Henriques, D Wiese",2,1,0,0,0,0,1,3
"MS Bisla, AA Chavan",10,6,1,0,2,1,1,20
"CH Morris, PP Ojha",3,1,0,0,0,0,0,4
"SV Samson, C de Grandhomme",0,1,0,0,0,0,0,1
"G Gambhir, PP Ojha",15,18,6,1,4,1,5,45
"MEK Hussey, JD Unadkat",2,4,0,0,2,0,1,8
"RG Sharma, D Wiese",6,3,0,0,2,1,1,12
"SE Marsh, SP Narine",12,5,1,1,2,0,1,21
"DPMD Jayawardene, SW Tait",3,3,1,0,4,0,0,11
"AM Nayar, I Sharma",1,2,2,0,0,0,0,5
"S Dhawan, M Vijay",2,2,0,0,0,0,0,4
"Yuvraj Singh, TL Suman",4,2,0,0,0,0,0,6
"SPD Smith, Rashid Khan",6,12,1,0,0,0,1,19
"SE Marsh, K Santokie",1,0,1,0,0,0,1,2
"JD Ryder, NJ Rimmington",2,0,2,0,1,0,0,5
"HH Pandya, CH Morris",1,6,0,0,0,1,0,8
"BB Samantray, Azhar Mahmood",2,2,0,0,0,0,1,4
"BR Dunk, MA Starc",5,2,1,0,0,0,0,8
"Imran Tahir, BCJ Cutting",3,0,0,0,1,0,0,4
"DR Smith, S Nadeem",24,17,0,0,3,5,2,49
"DA Warner, DJ Muthuswami",2,0,2,0,4,0,0,8
"JA Morkel, YK Pathan",12,11,1,0,4,3,1,31
"RR Pant, R Bhatia",0,5,0,0,0,2,0,7
"YK Pathan, P Awana",3,3,0,0,2,0,0,8
"RG Sharma, PV Tambe",0,3,0,0,1,0,0,4
"DA Warner, Imran Tahir",2,11,2,0,0,2,0,17
"Sohail Tanvir, MF Maharoof",1,0,0,0,0,0,1,1
"AD Nath, Mustafizur Rahman",4,1,1,0,0,0,0,6
"V Sehwag, A Uniyal",1,1,0,0,1,2,0,5
"UBT Chand, SK Trivedi",0,2,0,0,0,0,0,2
"ML Hayden, LR Shukla",1,2,0,0,0,0,0,3
"AD Nath, MJ McClenaghan",1,0,0,0,0,0,1,1
"EJG Morgan, J Yadav",2,4,1,0,0,0,1,7
"KH Pandya, R Sathish",1,1,0,0,1,0,0,3
"RR Pant, Sandeep Sharma",0,0,0,0,1,0,0,1
"Z Khan, DW Steyn",7,0,0,0,0,0,2,7
"LR Shukla, HV Patel",1,0,0,0,0,0,1,1
"OA Shah, P Kumar",4,2,1,0,2,0,0,9
"SV Samson, GB Hogg",3,2,0,0,0,0,1,5
"IK Pathan, JD Ryder",3,3,1,0,1,0,0,8
"Shakib Al Hasan, R Bhatia",2,0,2,0,0,0,1,4
"SK Warne, CK Langeveldt",1,2,0,0,0,0,0,3
"AT Rayudu, Joginder Sharma",5,2,0,0,1,0,0,8
"AT Rayudu, NM Coulter-Nile",4,5,0,0,3,0,0,12
"DJG Sammy, Iqbal Abdulla",0,1,1,0,0,2,0,4
"MK Tiwary, Yuvraj Singh",5,4,0,0,0,0,0,9
"KA Pollard, R Sathish",2,0,1,0,0,3,0,6
"M Vohra, MC Henriques",2,4,1,0,4,0,0,11
"AP Tare, YS Chahal",0,2,0,0,0,0,0,2
"AA Bilakhia, SR Watson",0,1,0,0,0,0,0,1
"V Kohli, Shahid Afridi",0,5,0,0,0,0,0,5
"Y Venugopal Rao, Mashrafe Mortaza",1,3,1,0,0,0,0,5
"MC Henriques, STR Binny",0,2,0,0,0,0,0,2
"Shakib Al Hasan, AN Ahmed",6,3,0,0,1,0,1,10
"MEK Hussey, JH Kallis",11,17,4,1,4,3,1,40
"MN Samuels, NLTC Perera",3,0,0,0,1,0,1,4
"Y Venugopal Rao, M Muralitharan",11,15,1,0,1,0,1,28
"KH Pandya, DR Smith",2,0,0,0,1,0,1,3
"Yuvraj Singh, Kamran Khan",1,1,0,0,0,0,0,2
"MJ Guptill, MJ McClenaghan",0,2,0,0,0,0,0,2
"DA Miller, KA Pollard",4,8,3,0,2,4,1,21
"P Negi, AR Patel",1,1,1,0,0,0,1,3
"AA Chavan, UT Yadav",0,2,0,0,0,0,0,2
"J Botha, SB Jakati",2,4,2,0,0,0,1,8
"SE Marsh, R Vinay Kumar",14,7,2,0,3,0,1,26
"DJ Hooda, AB Dinda",0,2,0,0,0,1,0,3
"Mohammed Shami, MA Starc",0,1,0,0,0,0,0,1
"JH Kallis, SK Raina",2,2,0,0,1,0,0,5
"YK Pathan, R Rampaul",2,1,1,0,0,0,0,4
"JDP Oram, A Kumble",0,2,0,0,0,0,0,2
"LRPL Taylor, KA Pollard",10,11,0,0,0,0,0,21
"Yuvraj Singh, BJ Hodge",2,4,1,0,0,0,1,7
"A Symonds, M Morkel",8,4,0,0,2,0,0,14
"DA Warner, S Badree",4,4,0,0,3,0,0,11
"IK Pathan, SK Warne",7,11,0,0,4,2,1,24
"SB Wagh, SL Malinga",1,0,1,0,0,0,1,2
"KL Rahul, JP Faulkner",1,2,0,0,0,0,0,3
"LRPL Taylor, Yuvraj Singh",1,4,1,0,0,0,0,6
"KS Williamson, UT Yadav",5,1,1,0,1,0,0,8
"LRPL Taylor, VRV Singh",2,1,0,0,3,0,0,6
"JR Hopes, M Muralitharan",3,4,1,0,0,1,0,9
"MS Dhoni, BA Bhatt",2,1,0,0,0,0,0,3
"TM Srivastava, P Kumar",1,0,0,0,0,0,0,1
"RJ Harris, KA Pollard",0,2,2,0,0,0,0,4
"KV Sharma, Harmeet Singh",1,1,0,0,1,1,0,4
"MA Agarwal, S Sreesanth",1,5,0,0,0,0,0,6
"AP Tare, R Vinay Kumar",3,2,1,0,2,0,0,8
"FY Fazal, AB Dinda",5,3,0,0,4,0,0,12
"SR Tendulkar, R Sharma",7,5,0,0,2,1,2,15
"Mandeep Singh, KV Sharma",1,1,0,0,0,0,1,2
"WD Parnell, A Mishra",3,4,1,0,0,0,0,8
"KA Pollard, KK Cooper",4,5,0,0,0,2,1,11
"B Kumar, DE Bollinger",1,1,0,0,0,0,0,2
"SP Narine, S Badree",4,2,1,0,5,4,0,16
"V Kohli, P Awana",10,10,1,0,5,1,2,27
"S Anirudha, A Symonds",0,1,0,0,0,0,0,1
"AM Rahane, DT Christian",0,3,0,0,2,0,0,5
"IK Pathan, T Thushara",2,0,3,0,0,0,1,5
"Harbhajan Singh, P Awana",3,0,0,0,1,0,1,4
"PP Chawla, WPUJC Vaas",1,1,0,0,1,0,0,3
"A Symonds, J Botha",2,1,0,0,0,0,1,3
"JO Holder, Shakib Al Hasan",3,0,0,0,0,0,0,3
"DT Christian, Azhar Mahmood",1,1,0,0,1,0,1,3
"GJ Maxwell, B Kumar",10,3,1,0,2,0,1,16
"A Flintoff, DP Nannes",1,0,0,0,0,0,0,1
"CR Brathwaite, YS Chahal",2,0,0,0,0,0,1,2
"MEK Hussey, Azhar Mahmood",2,6,2,0,1,1,0,12
"LR Shukla, UT Yadav",6,5,0,0,2,0,1,13
"STR Binny, DS Kulkarni",5,4,1,0,0,0,0,10
"S Nadeem, R Ashwin",6,1,1,0,0,0,0,8
"R Bhatia, UT Yadav",1,4,1,1,1,0,0,8
"RR Raje, R Bhatia",1,0,0,0,0,0,1,1
"SPD Smith, Yuvraj Singh",0,2,0,0,0,1,0,3
"JP Duminy, DJ Bravo",2,5,1,0,1,0,1,9
"PC Valthaty, MM Patel",6,2,0,0,2,0,1,10
"MS Bisla, MJ McClenaghan",5,0,0,0,2,0,0,7
"SR Tendulkar, Sohail Tanvir",1,1,1,0,1,0,0,4
"DA Miller, CH Gayle",0,0,0,0,0,1,0,1
"RV Uthappa, CJ Jordan",2,0,0,0,0,0,1,2
"Yuvraj Singh, Mohammed Shami",12,12,0,0,4,2,0,30
"JC Buttler, GB Hogg",1,2,1,0,1,1,0,6
"A Nehra, STR Binny",1,1,1,0,1,0,0,4
"MS Dhoni, AR Patel",17,10,3,1,2,6,0,39
"DJ Hussey, UT Yadav",16,8,1,0,0,0,2,25
"AM Rahane, R Tewatia",3,3,0,0,0,0,0,6
"EJG Morgan, KK Cooper",4,3,1,0,0,0,1,8
"KA Pollard, S Kaul",0,1,0,0,0,0,0,1
"J Botha, MM Patel",2,1,2,0,0,0,1,5
"AJ Finch, M de Lange",4,2,0,0,3,0,0,9
"Mohammed Shami, Harbhajan Singh",2,0,0,0,0,1,1,3
"DA Miller, DJ Harris",0,2,1,0,1,0,0,4
"RJ Harris, MM Patel",3,0,1,0,1,0,2,5
"SR Watson, PJ Cummins",3,3,1,0,1,0,0,8
"AD Russell, RA Jadeja",2,4,0,0,2,1,0,9
"JH Kallis, FH Edwards",2,2,0,0,2,0,0,6
"G Gambhir, SS Sarkar",0,2,0,0,2,0,0,4
"S Dhawan, SR Watson",22,19,0,0,9,1,2,51
"DB Ravi Teja, I Sharma",0,1,0,0,1,0,0,2
"DT Christian, Y Nagar",0,2,0,0,1,0,0,3
"Vishnu Vinod, Z Khan",1,2,0,0,0,1,0,4
"B Kumar, NLTC Perera",1,1,2,0,2,0,1,6
"AJ Tye, KC Cariappa",1,2,0,0,0,0,0,3
"VVS Laxman, DL Vettori",1,3,1,0,1,0,0,6
"JR Hopes, PJ Sangwan",1,1,0,0,0,0,0,2
"MS Wade, MR Marsh",3,4,1,0,0,0,1,8
"MS Dhoni, PJ Sangwan",3,8,0,0,1,0,0,12
"DJ Hussey, A Symonds",6,8,0,0,0,2,0,16
"MS Gony, DL Vettori",1,0,0,0,0,1,0,2
"BB McCullum, AS Rajpoot",2,0,0,0,0,1,0,3
"MC Henriques, CH Morris",0,6,1,0,0,0,0,7
"AM Nayar, AM Salvi",1,0,0,0,0,0,1,1
"MS Bisla, DT Christian",2,1,0,0,1,0,0,4
"S Dhawan, A Mithun",1,4,0,0,2,0,0,7
"A Mishra, AN Ahmed",1,3,0,0,0,0,0,4
"I Sharma, DJ Thornely",3,0,0,0,0,0,1,3
"S Sohal, Harbhajan Singh",4,3,0,1,0,0,0,8
"V Kohli, YA Abdulla",2,3,0,0,2,0,0,7
"LR Shukla, T Henderson",4,2,1,0,1,0,0,8
"TM Dilshan, ST Jayasuriya",0,2,0,0,0,0,0,2
"KH Pandya, K Rabada",1,1,2,0,0,0,0,4
"DL Chahar, PJ Cummins",1,1,0,0,0,2,0,4
"DR Smith, KA Pollard",1,1,1,0,2,1,0,6
"AJ Finch, KH Pandya",6,5,1,0,0,0,0,12
"KD Karthik, RJ Harris",3,1,0,0,0,1,1,5
"KA Pollard, LH Ferguson",3,1,0,0,1,0,0,5
"NM Coulter-Nile, BA Stokes",2,0,0,0,0,0,1,2
"AB de Villiers, R McLaren",1,1,0,0,0,1,0,3
"EJG Morgan, R Ashwin",4,2,1,0,1,0,1,8
"DL Vettori, DT Christian",1,1,0,0,0,0,0,2
"SR Watson, HV Patel",1,1,0,0,0,0,0,2
"Yuvraj Singh, YS Chahal",5,7,0,0,1,2,1,15
"MA Agarwal, S Nadeem",3,3,0,0,1,0,1,7
"Y Venugopal Rao, R Sharma",1,3,0,0,0,1,0,5
"SS Iyer, KV Sharma",2,3,0,0,0,3,0,8
"AT Rayudu, AB Dinda",10,8,2,0,4,0,3,24
"JC Buttler, A Choudhary",2,2,1,0,0,0,0,5
"JC Buttler, Imran Tahir",1,2,1,0,0,0,1,4
"C Munro, HH Pandya",1,1,1,0,0,0,0,3
"R Dravid, HV Patel",1,2,0,0,1,0,0,4
"SL Malinga, MA Starc",0,1,0,0,0,0,0,1
"AT Rayudu, DR Smith",3,2,4,0,0,1,0,10
"M Vijay, B Lee",11,2,1,0,2,1,0,17
"DH Yagnik, Harbhajan Singh",9,5,1,0,2,0,2,17
"DJ Bravo, M Ashwin",1,2,0,0,0,0,0,3
"Y Nagar, V Pratap Singh",0,1,1,0,1,0,0,3
"SM Pollock, Shahid Afridi",6,2,0,0,0,0,0,8
"KD Karthik, HV Patel",6,5,1,0,1,0,0,13
"Kamran Akmal, S Sreesanth",4,1,0,0,2,3,0,10
"S Dhawan, R Sharma",1,4,0,0,0,1,0,6
"AD Russell, JJ Bumrah",5,3,2,0,3,1,0,14
"SK Warne, A Symonds",0,0,0,0,1,2,0,3
"MK Pandey, RA Jadeja",5,9,1,0,0,0,1,15
"BB McCullum, Mustafizur Rahman",4,2,0,0,0,0,0,6
"GJ Bailey, RA Jadeja",1,1,1,0,0,0,1,3
"JP Faulkner, RS Bopara",1,2,1,0,0,0,0,4
"KD Karthik, CJ Jordan",5,3,1,0,0,0,2,9
"DB Das, AD Mathews",2,2,0,0,0,0,0,4
"KD Karthik, Shakib Al Hasan",3,13,1,0,2,0,1,19
"S Rana, Mohammed Shami",1,1,0,0,1,0,0,3
"AJ Finch, NM Coulter-Nile",3,0,0,0,0,0,1,3
"SP Narine, A Mishra",0,1,0,0,0,0,0,1
"CL White, PP Chawla",7,12,2,0,2,0,1,23
"R McLaren, S Aravind",2,0,0,0,0,0,1,2
"SK Warne, DL Vettori",2,4,0,0,0,0,0,6
"TM Dilshan, R Ashwin",0,3,0,0,0,0,0,3
"LRPL Taylor, SK Trivedi",2,6,0,0,0,1,0,9
"KD Karthik, YK Pathan",6,9,0,0,3,0,1,18
"EJG Morgan, SW Tait",1,1,0,1,2,1,0,6
"SR Watson, Rashid Khan",1,2,1,0,0,1,0,5
"LRPL Taylor, AC Thomas",3,4,2,0,0,1,1,10
"AP Tare, IC Pandey",3,2,0,0,2,0,1,7
"KP Pietersen, R Dhawan",2,7,1,0,3,0,1,13
"AB de Villiers, SMSM Senanayake",0,2,1,0,0,0,0,3
"SK Raina, JJ Bumrah",13,5,2,0,3,1,2,24
"KD Karthik, AS Rajpoot",4,4,0,0,2,1,0,11
"F du Plessis, MM Sharma",1,6,0,0,1,0,1,8
"CM Gautam, BW Hilfenhaus",0,2,0,0,1,0,0,3
"JH Kallis, R Shukla",2,0,0,0,0,0,1,2
"M Manhas, A Singh",1,2,0,0,1,0,0,4
"RG Sharma, CK Langeveldt",0,1,0,0,0,0,0,1
"DR Smith, NM Coulter-Nile",3,1,0,0,0,0,0,4
"AP Tare, AB Dinda",8,0,0,0,0,0,1,8
"IK Pathan, M Kartik",0,2,0,0,0,0,0,2
"V Kohli, CR Woakes",0,1,0,0,0,0,0,1
"M Vijay, RJ Harris",20,11,2,1,6,0,1,40
"Washington Sundar, S Kaul",2,1,0,0,0,0,0,3
"PP Chawla, DJ Bravo",8,1,0,0,0,0,2,9
"BB McCullum, J Suchith",1,4,0,0,0,0,0,5
"CA Pujara, YK Pathan",1,4,0,0,1,0,0,6
"BA Stokes, S Nadeem",4,1,0,0,1,0,0,6
"CM Gautam, SP Narine",2,0,0,0,1,0,0,3
"V Kohli, A Ashish Reddy",11,10,0,0,4,1,2,26
"AD Mathews, WPUJC Vaas",0,1,0,0,0,1,0,2
"SP Goswami, R Bhatia",2,11,3,0,3,1,1,20
"Y Nagar, L Balaji",2,0,0,0,0,1,1,3
"CA Pujara, R Ashwin",3,2,0,0,0,0,1,5
"DA Miller, AB Agarkar",1,2,0,0,0,0,0,3
"Y Nagar, RE van der Merwe",0,1,0,1,1,0,0,3
"Mandeep Singh, S Sreesanth",3,2,0,0,0,0,1,5
"HH Pandya, TS Mills",3,0,0,0,0,1,0,4
"YV Takawale, SK Warne",2,2,0,0,0,0,1,4
"CA Lynn, S Badree",1,1,0,0,0,0,0,2
"Gurkeerat Singh, SP Narine",4,4,0,0,0,0,1,8
"DA Warner, Iqbal Abdulla",1,2,0,0,0,1,0,4
"JA Morkel, Pankaj Singh",2,5,0,0,2,1,0,10
"PC Valthaty, JH Kallis",0,2,0,0,0,0,0,2
"GH Vihari, SP Narine",1,1,0,0,0,0,0,2
"DR Smith, R Dhawan",2,5,0,0,0,0,0,7
"KA Pollard, MF Maharoof",0,1,0,0,0,0,0,1
"GC Smith, DL Vettori",0,3,1,0,0,0,0,4
"JP Faulkner, AR Patel",11,9,2,0,0,1,0,23
"MR Marsh, CH Morris",2,0,1,0,0,0,0,3
"M Vohra, DT Christian",3,2,0,0,1,0,0,6
"LJ Wright, UT Yadav",6,5,0,0,4,1,1,16
"DJ Hussey, P Awana",2,1,0,0,0,0,1,3
"KC Sangakkara, JD Unadkat",2,6,1,0,0,0,1,9
"DJ Harris, M Muralitharan",7,5,0,0,0,0,0,12
"SPD Smith, MM Sharma",14,11,6,0,1,0,2,32
"MN Samuels, R Ashwin",4,0,0,0,0,0,1,4
"V Kohli, A Symonds",4,2,1,0,2,2,1,11
"DR Smith, Sandeep Sharma",18,4,0,0,5,1,2,28
"SV Samson, R Shukla",1,0,0,0,1,0,0,2
"RA Jadeja, MF Maharoof",7,5,0,1,1,0,0,14
"HV Patel, TG Southee",1,0,0,0,0,1,0,2
"BJ Hodge, RR Powar",0,2,0,0,0,0,0,2
"AJ Finch, SK Trivedi",9,7,4,0,3,0,0,23
"SR Tendulkar, V Kohli",0,5,1,0,1,0,0,7
"M Vijay, S Gopal",2,0,0,0,0,0,1,2
"Z Khan, AB Dinda",2,2,0,0,0,0,1,4
"AM Nayar, SK Raina",5,4,0,0,0,1,0,10
"MS Dhoni, Azhar Mahmood",3,0,0,0,0,0,0,3
"Shakib Al Hasan, A Singh",2,0,0,0,0,1,1,3
"DP Vijaykumar, A Mishra",0,1,0,0,0,0,0,1
"MS Dhoni, MA Khote",2,2,1,0,0,1,1,6
"GJ Maxwell, YK Pathan",5,2,0,0,0,0,0,7
"AA Noffke, SC Ganguly",0,3,0,0,1,0,0,4
"NV Ojha, IK Pathan",7,2,0,0,0,1,0,10
"Niraj Patel, VRV Singh",1,2,1,0,2,0,0,6
"FY Fazal, PP Ojha",3,4,0,0,3,0,1,10
"DPMD Jayawardene, JD Ryder",3,0,0,0,0,0,0,3
"AR Patel, JP Duminy",3,6,0,0,0,0,0,9
"Shakib Al Hasan, P Sahu",2,1,0,0,0,0,0,3
"R Dravid, Umar Gul",4,1,0,0,0,0,0,5
"LMP Simmons, NM Coulter-Nile",8,1,0,0,2,0,0,11
"Yuvraj Singh, A Mithun",2,1,1,0,0,0,0,4
"SR Tendulkar, CH Morris",5,2,0,0,0,0,0,7
"WPUJC Vaas, SC Ganguly",1,0,1,0,0,0,0,2
"G Gambhir, DP Nannes",1,1,0,0,1,0,0,3
"RR Pant, P Negi",1,0,0,0,0,0,1,1
"SS Tiwary, A Nehra",2,4,0,0,1,1,1,8
"R Ashwin, AB Dinda",1,1,1,0,2,0,0,5
"RV Gomez, SK Trivedi",1,0,0,0,0,0,1,1
"AP Dole, Harmeet Singh",2,0,0,0,0,0,0,2
"ST Jayasuriya, M Muralitharan",2,2,1,0,2,0,0,7
"SK Raina, DJ Bravo",13,11,1,0,3,5,4,33
"BB McCullum, CL White",1,0,0,0,1,2,0,4
"Sunny Singh, SW Tait",2,0,0,0,0,0,0,2
"RV Uthappa, NJ Rimmington",0,1,0,0,0,0,0,1
"MC Henriques, I Sharma",5,2,1,0,0,0,1,8
"RV Uthappa, SK Raina",4,7,1,0,2,0,0,14
"AB Dinda, P Awana",3,1,0,0,0,0,0,4
"A Singh, SK Raina",1,0,0,0,0,0,1,1
"MK Tiwary, R Bhatia",5,10,1,0,0,1,0,17
"SK Raina, AB Dinda",11,14,2,0,8,1,1,36
"SL Malinga, MM Patel",1,0,0,0,0,0,0,1
"MS Dhoni, RR Raje",3,3,1,0,1,0,0,8
"MS Bisla, AB Dinda",8,0,0,0,2,0,0,10
"DA Warner, Joginder Sharma",1,0,0,0,0,0,0,1
"DJ Jacobs, A Singh",5,1,1,0,0,0,1,7
"YK Pathan, PP Ojha",18,13,4,0,6,8,3,49
"AD Mascarenhas, DW Steyn",1,1,0,0,0,0,0,2
"SN Khan, MJ McClenaghan",2,1,0,0,1,1,0,5
"Sohail Tanvir, AB Agarkar",0,1,0,0,1,1,0,3
"KD Karthik, DE Bollinger",4,2,1,0,1,0,0,8
"S Badrinath, P Awana",0,1,0,0,1,0,0,2
"SE Marsh, AD Mathews",5,3,0,0,1,0,0,9
"AD Mathews, L Balaji",1,2,0,0,0,0,0,3
"R Rampaul, SL Malinga",2,1,1,0,1,0,0,5
"SK Warne, JDP Oram",3,1,0,0,0,0,0,4
"MK Tiwary, RE van der Merwe",3,4,1,0,0,0,1,8
"K Rabada, Sandeep Sharma",2,0,0,0,0,0,1,2
"KD Karthik, AA Chavan",9,3,0,0,1,0,0,13
"S Badrinath, Kamran Khan",2,1,0,0,1,0,0,4
"MEK Hussey, V Sehwag",5,3,0,0,2,0,1,10
"SM Katich, CH Gayle",1,0,0,0,0,0,0,1
"KB Arun Karthik, JJ Bumrah",0,1,0,0,0,0,0,1
"DL Vettori, Y Nagar",2,0,0,0,0,0,0,2
"Pankaj Singh, A Symonds",0,1,1,0,0,0,0,2
"R Dravid, BAW Mendis",3,6,0,0,0,0,1,9
"JEC Franklin, MN Samuels",7,4,1,0,0,0,0,12
"KS Williamson, I Sharma",0,0,3,0,2,1,0,6
"BJ Rohrer, PP Chawla",3,2,2,0,0,0,1,7
"SR Watson, GD McGrath",4,2,0,0,2,0,0,8
"CA Pujara, Sandeep Sharma",5,3,0,0,2,0,0,10
"WP Saha, AS Rajpoot",0,1,0,0,1,0,0,2
"R Ashwin, PP Ojha",3,2,0,0,0,0,0,5
"R Dravid, R Sharma",5,18,0,0,2,1,1,26
"AC Gilchrist, SR Watson",12,7,0,0,3,2,1,24
"Y Venugopal Rao, KW Richardson",2,2,4,0,0,0,0,8
"SR Watson, Shivam Sharma",0,0,0,0,3,1,0,4
"RV Uthappa, JDS Neesham",1,2,0,0,1,1,0,5
"BJ Hodge, RP Singh",3,5,1,0,0,1,0,10
"MJ McClenaghan, JD Unadkat",1,3,0,0,0,1,0,5
"G Gambhir, Iqbal Abdulla",1,8,1,0,4,0,0,14
"UBT Chand, VR Aaron",1,0,0,0,0,0,0,1
"UT Yadav, P Parameswaran",2,0,0,0,0,0,1,2
"KD Karthik, RA Jadeja",14,13,1,0,4,4,2,36
"Z Khan, SR Watson",2,3,0,0,0,0,0,5
"R Rampaul, AB Dinda",1,0,0,0,0,0,1,1
"SC Ganguly, PP Ojha",24,13,0,0,4,6,2,47
"KA Pollard, R Dhawan",2,5,0,0,0,1,0,8
"HM Amla, K Rabada",4,2,1,0,1,0,0,8
"OA Shah, M Muralitharan",0,3,0,0,1,0,0,4
"NV Ojha, AS Rajpoot",3,0,0,0,1,0,0,4
"DL Vettori, KP Appanna",1,1,0,0,0,0,0,2
